gene_id,replicate,source_row,PEAK_ID,CHROMOSOME,PEAK_START,PEAK_END,PEAK_SCORE,PEAK_FDR,FEATURE_TRACK,FEATURE_STRAND,FEATURE_START,FEATURE_END,FEATURE_TO_PEAK_DISTANCE,source_url,coordinate_reference,coordinate_convention,coordinate_conversion
Solyc01g095080,GSM989349,873,487,Solyc01,78217933,78218475,1.497191,0.01811,transcription_start_site,-,78217128,78217128,-1076,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc02g083380,GSM989349,945,536,Solyc02,41385972,41386661,1.467609,0.03033,transcription_start_site,+,41387877,41387877,-1560,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc07g042390,GSM989349,996,574,Solyc07,52853692,52854153,1.447252,0.02572,transcription_start_site,-,52853436,52853436,-486,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc06g051800,GSM989349,1021,594,Solyc06,31969745,31970118,1.429677,0.01775,transcription_start_site,-,31968782,31968782,-1149,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc12g096570,GSM989349,1026,598,Solyc12,63771947,63772404,1.429442,0.02102,transcription_start_site,-,63771453,63771453,-722,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc03g082560,GSM989349,1066,629,Solyc03,46038694,46039245,1.41494,0.02102,transcription_start_site,+,46042581,46042581,-3611,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc07g063600,GSM989349,1098,654,Solyc07,63271058,63271658,1.405902,0.02408,transcription_start_site,-,63268089,63268089,-3269,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc06g053950,GSM989349,1109,664,Solyc06,33331994,33332285,1.391037,0.01811,transcription_start_site,-,33333111,33333111,971,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc08g080630,GSM989349,1119,670,Solyc08,61046887,61047488,1.391002,0.02685,transcription_start_site,-,61046760,61046760,-427,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc02g088270,GSM989349,1257,768,Solyc02,44992914,44993450,1.348614,0.02408,transcription_start_site,+,44993538,44993538,-356,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc12g017530,GSM989349,1273,779,Solyc12,6800832,6801132,1.347759,0.02726,transcription_start_site,+,6801148,6801148,-166,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc08g014130,GSM989349,1378,855,Solyc08,3734314,3734695,1.309178,0.02817,transcription_start_site,+,3735181,3735181,-676,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc08g005770,GSM989349,1383,859,Solyc08,597789,598247,1.309178,0.03154,transcription_start_site,+,602701,602701,-4683,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc07g054750,GSM989349,1519,957,Solyc07,60304689,60305272,1.281851,0.03862,transcription_start_site,-,60303161,60303161,-1819,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc10g083400,GSM989349,1612,1021,Solyc10,62546622,62547461,1.265801,0.03125,transcription_start_site,-,62546364,62546364,-677,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc10g006880,GSM989349,1626,1030,Solyc10,1308920,1309215,1.265801,0.04612,transcription_start_site,-,1308341,1308341,-726,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc01g006540,GSM989349,1673,1066,Solyc01,1113304,1113852,1.247659,0.03125,transcription_start_site,+,1113939,1113939,-361,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc06g072650,GSM989349,1717,1101,Solyc06,41196806,41197429,1.236477,0.02817,transcription_start_site,+,41197838,41197838,-720,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc03g116510,GSM989349,1846,1199,Solyc03,59958860,59959393,1.212805,0.04612,transcription_start_site,+,59960300,59960300,-1173,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc04g080540,GSM989349,2073,1359,Solyc04,62266555,62267172,1.180115,0.04054,transcription_start_site,+,62268555,62268555,-1691,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc01g108490,GSM989349,2120,1394,Solyc01,87564063,87565164,1.164482,0.04687,transcription_start_site,-,87563972,87563972,-641,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc02g088270,GSM989349,2238,1482,Solyc02,44993514,44994363,1.150288,0.03312,transcription_start_site,+,44993538,44993538,400,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc10g084600,GSM989349,2339,1557,Solyc10,63384707,63385161,1.139221,0.03843,transcription_start_site,-,63383505,63383505,-1429,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
Solyc02g070890,GSM989349,2485,1668,Solyc02,35063890,35065383,1.110623,0.04709,transcription_start_site,+,35065880,35065880,-1243,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM989349,"Original study: tomato genome v2.31, ITAG2; peak-file assembly label not independently specified",Source start/end retained; zero/one-based convention unverified; auxiliary overlap uses inclusive endpoints,None; not converted to Ensembl Plants release 63
