probe_id,gene_id,mapping_status,max_exact_probe_hits,qualified_signature_targets
Les.2754.1.S1_at,,unmapped,0,
Les.2780.1.S1_at,,unmapped,0,
Les.2844.2.A1_at,,unmapped,0,
Les.2780.2.A1_at,,unmapped,0,
Les.2854.1.S1_at,,unmapped,0,
Les.2880.2.S1_at,,unmapped,0,
Les.2767.1.S1_at,,unmapped,0,
Les.2857.1.S1_at,,unmapped,0,
Les.2886.1.A1_at,,unmapped,0,
Les.2889.1.A1_at,,unmapped,0,
Les.275.1.S1_at,,unmapped,0,
Les.2751.1.A1_at,,unmapped,0,
Les.2822.2.S1_at,,unmapped,0,
Les.275.2.S1_at,,unmapped,0,
Les.278.1.S1_at,,unmapped,0,
Les.2825.1.S1_at,,unmapped,0,
Les.2822.3.S1_at,,unmapped,0,
Les.275.3.S1_at,,unmapped,0,
Les.2880.1.A1_at,,unmapped,0,
Les.2890.1.S1_at,,unmapped,0,
Les.2793.1.A1_at,,unmapped,0,
Les.2867.1.S1_at,,unmapped,0,
Les.2777.1.S1_at,,unmapped,0,
Les.2796.1.A1_at,,unmapped,0,
Les.2822.1.A1_at,,unmapped,0,
Les.2761.1.A1_at,,unmapped,0,
Les.2851.1.A1_at,,unmapped,0,
Les.2809.1.S1_at,Solyc12g009930,one_to_one_signature_target,9,Solyc12g009930
Les.2825.2.A1_at,,unmapped,0,
Les.288.1.S1_at,Solyc10g006880,one_to_one_signature_target,10,Solyc10g006880
Les.2745.1.S1_at,,unmapped,0,
Les.2771.1.S1_at,,unmapped,0,
Les.2861.1.S1_at,,unmapped,0,
Les.2748.1.S1_at,,unmapped,0,
Les.2864.1.S1_at,,unmapped,0,
Les.2893.1.A1_at,,unmapped,0,
Les.2845.3.S1_at,,unmapped,0,
Les.2874.2.S1_at,,unmapped,0,
Les.2777.2.A1_at,,unmapped,0,
Les.2803.1.S1_at,,unmapped,0,
Les.2874.3.S1_at,,unmapped,0,
Les.285.1.A1_at,,unmapped,0,
Les.2832.1.S1_at,,unmapped,0,
Les.2819.1.S1_at,,unmapped,0,
Les.2755.1.S1_at,,unmapped,0,
Les.2845.1.S1_at,,unmapped,0,
Les.2871.1.S1_at,,unmapped,0,
Les.2774.1.A1_at,,unmapped,0,
Les.2845.2.S1_at,,unmapped,0,
Les.2758.1.S1_at,,unmapped,0,
Les.2881.3.S1_at,,unmapped,0,
Les.2810.2.S1_at,,unmapped,0,
Les.2813.1.S1_at,,unmapped,0,
Les.2824.2.A1_a_at,,unmapped,0,
Les.2816.1.S1_at,,unmapped,0,
Les.2752.1.S1_at,,unmapped,0,
Les.2842.1.S1_at,,unmapped,0,
Les.2842.2.A1_at,,unmapped,0,
Les.2855.1.S1_at,,unmapped,0,
Les.2791.1.S1_at,,unmapped,0,
Les.2848.1.A1_at,,unmapped,0,
Les.2874.1.A1_at,,unmapped,0,
Les.2765.2.S1_at,,unmapped,0,
Les.2881.2.S1_at,,unmapped,0,
Les.2758.2.A1_at,,unmapped,0,
Les.2768.1.S1_at,,unmapped,0,
Les.2858.1.S1_at,,unmapped,0,
Les.2884.1.S1_at,,unmapped,0,
Les.2765.3.S1_at,,unmapped,0,
Les.2868.2.S1_at,,unmapped,0,
Les.2820.2.S1_at,,unmapped,0,
Les.2813.2.A1_at,,unmapped,0,
Les.2823.1.S1_at,,unmapped,0,
Les.276.1.S1_at,,unmapped,0,
Les.2868.3.S1_at,,unmapped,0,
Les.2823.2.S1_at,,unmapped,0,
Les.2826.1.S1_at,,unmapped,0,
Les.2826.2.A1_at,,unmapped,0,
Les.2762.1.S1_at,,unmapped,0,
Les.2852.1.S1_at,,unmapped,0,
Les.2881.1.A1_at,,unmapped,0,
Les.2862.2.S1_at,,unmapped,0,
Les.2839.1.S1_at,,unmapped,0,
Les.2891.1.S1_at,,unmapped,0,
Les.2810.1.A1_at,,unmapped,0,
Les.2865.2.S1_at,,unmapped,0,
Les.2775.2.S1_at,,unmapped,0,
Les.2768.2.A1_at,,unmapped,0,
Les.2868.1.S1_at,,unmapped,0,
Les.2894.1.S1_at,,unmapped,0,
Les.2820.1.S1_at,,unmapped,0,
Les.2775.3.S1_at,,unmapped,0,
Les.283.2.S1_at,,unmapped,0,
Les.2997.1.S1_at,,unmapped,0,
Les.2923.1.S1_at,Solyc12g055840,one_to_one_signature_target,10,Solyc12g055840
Les.302.1.S1_at,,unmapped,0,
Les.3017.1.A1_at,,unmapped,0,
Les.2920.3.S1_at,,unmapped,0,
Les.2923.2.S1_at,Solyc12g055840,one_to_one_signature_target,10,Solyc12g055840
Les.3024.2.S1_at,,unmapped,0,
Les.2955.1.A1_at,,unmapped,0,
Les.2981.1.A1_at,,unmapped,0,
Les.2936.2.S1_at,,unmapped,0,
Les.2939.1.S1_at,,unmapped,0,
Les.2965.1.S1_at,,unmapped,0,
Les.2992.1.S1_a_at,,unmapped,0,
Les.2991.2.S1_at,,unmapped,0,
Les.2968.1.S1_at,,unmapped,0,
Les.2994.1.S1_at,,unmapped,0,
Les.3021.1.S1_at,,unmapped,0,
Les.2997.1.A1_at,,unmapped,0,
Les.3024.1.A1_at,,unmapped,0,
Les.2960.2.S1_a_at,,unmapped,0,
Les.2930.2.S1_at,,unmapped,0,
Les.2933.1.S1_at,,unmapped,0,
Les.296.1.S1_at,,unmapped,0,
Les.299.1.S1_at,,unmapped,0,
Les.2991.1.A1_at,,unmapped,0,
Les.2946.2.S1_at,,unmapped,0,
Les.2949.1.S1_at,,unmapped,0,
Les.2901.1.S1_at,,unmapped,0,
Les.290.1.S1_at,Solyc08g066240,one_to_one_signature_target,8,Solyc08g066240
Les.2920.1.A1_at,,unmapped,0,
Les.2975.2.S1_at,,unmapped,0,
Les.2904.1.S1_at,,unmapped,0,
Les.293.1.S1_at,,unmapped,0,
Les.2904.2.A1_at,,unmapped,0,
Les.2914.2.S1_at,,unmapped,0,
Les.2940.2.S1_at,,unmapped,0,
Les.2917.1.S1_at,,unmapped,0,
Les.2943.1.S1_at,,unmapped,0,
Les.2940.2.S1_s_at,,unmapped,0,
Les.2988.3.S1_at,,unmapped,0,
Les.2936.1.A1_at,,unmapped,0,
Les.2940.3.S1_at,,unmapped,0,
Les.2917.2.S1_at,,unmapped,0,
Les.2943.2.S1_at,,unmapped,0,
Les.2972.1.S1_at,,unmapped,0,
Les.2982.2.S1_at,,unmapped,0,
Les.2959.1.S1_at,,unmapped,0,
Les.2911.1.S1_at,,unmapped,0,
Les.2978.1.A1_at,,unmapped,0,
Les.2982.3.S1_at,,unmapped,0,
Les.2930.1.A1_at,,unmapped,0,
Les.3005.1.A1_at,,unmapped,0,
Les.2898.1.S1_at,,unmapped,0,
Les.2988.1.S1_at,,unmapped,0,
Les.2914.1.S1_at,,unmapped,0,
Les.2940.1.S1_at,,unmapped,0,
Les.3018.1.S1_at,,unmapped,0,
Les.2998.3.S1_at,,unmapped,0,
Les.29.1.S1_at,,unmapped,0,
Les.2985.1.A1_at,,unmapped,0,
Les.3012.1.S1_at,,unmapped,0,
Les.2921.1.S1_at,,unmapped,0,
Les.3012.2.A1_at,,unmapped,0,
Les.300.1.S1_at,,unmapped,0,
Les.3012.3.A1_at,,unmapped,0,
Les.300.2.S1_at,,unmapped,0,
Les.3022.2.S1_at,,unmapped,0,
Les.2960.3.S1_a_at,,unmapped,0,
Les.2924.1.S1_at,,unmapped,0,
Les.2950.1.S1_at,,unmapped,0,
Les.300.3.S1_at,,unmapped,0,
Les.2998.2.S1_at,,unmapped,0,
Les.2982.1.A1_at,,unmapped,0,
Les.2960.3.S1_at,,unmapped,0,
Les.2995.1.A1_at,,unmapped,0,
Les.2969.1.S1_at,,unmapped,0,
Les.2998.1.A1_at,,unmapped,0,
Les.3006.2.S1_at,,unmapped,0,
Les.2908.1.S1_at,,unmapped,0,
Les.297.1.S1_at,,unmapped,0,
Les.2934.2.S1_at,Solyc11g010960,one_to_one_signature_target,11,Solyc11g010960
Les.3009.2.S1_at,,unmapped,0,
Les.2934.3.A1_at,Solyc11g010960,one_to_one_signature_target,11,Solyc11g010960
Les.2983.2.A1_a_at,,unmapped,0,
Les.2960.2.S1_at,,unmapped,0,
Les.2944.3.S1_at,,unmapped,0,
Les.2920.2.S1_a_at,,unmapped,0,
Les.2902.1.S1_at,,unmapped,0,
Les.3003.1.S1_at,,unmapped,0,
Les.3022.1.A1_at,,unmapped,0,
Les.3003.2.S1_at,,unmapped,0,
Les.2905.1.S1_at,,unmapped,0,
Les.2960.1.A1_at,,unmapped,0,
Les.2915.2.S1_at,,unmapped,0,
Les.2941.2.S1_at,,unmapped,0,
Les.2908.2.A1_at,,unmapped,0,
Les.2918.1.S1_at,,unmapped,0,
Les.2937.1.A1_at,,unmapped,0,
Les.2915.3.S1_at,,unmapped,0,
Les.2918.2.S1_at,,unmapped,0,
Les.3009.3.A1_at,,unmapped,0,
Les.2918.3.A1_at,,unmapped,0,
Les.2944.2.S1_at,,unmapped,0,
Les.3019.2.S1_at,,unmapped,0,
Les.2970.2.S1_at,,unmapped,0,
Les.2970.3.A1_at,,unmapped,0,
Les.2947.1.S1_at,,unmapped,0,
Les.2947.2.A1_at,,unmapped,0,
Les.2973.1.S1_at,,unmapped,0,
Les.2957.2.S1_at,,unmapped,0,
Les.30.1.A1_at,,unmapped,0,
Les.2902.2.A1_at,,unmapped,0,
Les.2896.1.S1_at,,unmapped,0,
Les.2986.1.S1_at,,unmapped,0,
Les.2912.1.S1_at,,unmapped,0,
Les.2979.1.A1_at,,unmapped,0,
Les.3013.1.S1_at,,unmapped,0,
Les.2931.1.A1_at,,unmapped,0,
Les.3006.1.A1_at,,unmapped,0,
Les.2944.1.A1_s_at,,unmapped,0,
Les.3003.3.A1_at,,unmapped,0,
Les.2899.1.S1_at,,unmapped,0,
Les.2989.1.S1_at,,unmapped,0,
Les.2941.1.S1_at,,unmapped,0,
Les.3016.1.S1_at,Solyc07g063600,one_to_one_signature_target,11,Solyc07g063600
Les.2899.2.S1_at,,unmapped,0,
Les.2944.1.A1_at,,unmapped,0,
Les.2970.1.A1_at,,unmapped,0,
Les.2941.3.A1_at,,unmapped,0,
Les.3019.1.S1_at,,unmapped,0,
Les.2954.1.S1_at,,unmapped,0,
Les.2980.1.S1_at,,unmapped,0,
Les.2983.1.S1_at,,unmapped,0,
Les.3010.1.S1_at,,unmapped,0,
Les.2993.2.S1_at,,unmapped,0,
Les.2996.1.S1_at,,unmapped,0,
Les.2922.1.S1_at,,unmapped,0,
Les.3013.2.A1_at,,unmapped,0,
Les.2915.1.A1_at,,unmapped,0,
Les.2993.3.S1_at,,unmapped,0,
Les.2999.1.S1_at,,unmapped,0,
Les.2951.1.S1_at,,unmapped,0,
Les.3026.1.S1_at,,unmapped,0,
Les.2954.2.A1_at,,unmapped,0,
Les.2938.1.S1_at,,unmapped,0,
Les.2990.1.S1_at,,unmapped,0,
Les.2957.1.A1_at,,unmapped,0,
Les.2938.2.S1_at,,unmapped,0,
Les.2964.2.S1_at,,unmapped,0,
Les.2967.1.S1_at,,unmapped,0,
Les.2993.1.S1_at,,unmapped,0,
Les.2922.2.A1_at,,unmapped,0,
Les.2932.1.S1_at,,unmapped,0,
Les.2925.1.A1_at,,unmapped,0,
Les.3007.2.S1_at,,unmapped,0,
Les.2909.1.S1_at,,unmapped,0,
Les.298.1.S1_at,,unmapped,0,
Les.2961.1.S1_at,,unmapped,0,
Les.2964.1.A1_at,,unmapped,0,
Les.2909.2.S1_at,,unmapped,0,
Les.2900.1.S1_at,,unmapped,0,
Les.2938.3.A1_at,,unmapped,0,
Les.2948.2.S1_at,,unmapped,0,
Les.2964.3.A1_at,,unmapped,0,
Les.2974.2.S1_at,,unmapped,0,
Les.2977.1.S1_at,,unmapped,0,
Les.2903.1.S1_at,,unmapped,0,
Les.292.1.S1_at,,unmapped,0,
Les.2977.2.S1_at,,unmapped,0,
Les.2977.3.A1_at,,unmapped,0,
Les.3007.1.S1_at,,unmapped,0,
Les.2942.1.S1_at,,unmapped,0,
Les.2961.1.A1_at,,unmapped,0,
Les.3007.3.A1_at,,unmapped,0,
Les.2942.2.S1_at,,unmapped,0,
Les.3017.2.S1_at,,unmapped,0,
Les.2919.1.S1_at,,unmapped,0,
Les.2971.1.S1_at,,unmapped,0,
Les.2942.3.S1_at,,unmapped,0,
Les.3017.3.S1_at,,unmapped,0,
Les.2974.1.A1_at,,unmapped,0,
Les.2945.2.S1_at,,unmapped,0,
Les.3004.1.A1_at,,unmapped,0,
Les.2897.1.S1_at,,unmapped,0,
Les.2987.1.S1_at,,unmapped,0,
Les.3014.1.S1_at,,unmapped,0,
Les.295.1.A1_at,,unmapped,0,
Les.3007.2.S1_a_at,,unmapped,0,
Les.2945.1.A1_at,,unmapped,0,
Les.2929.1.S1_at,,unmapped,0,
Les.2971.2.A1_at,,unmapped,0,
Les.2948.1.A1_at,,unmapped,0,
Les.2955.2.S1_at,,unmapped,0,
Les.2981.2.S1_at,,unmapped,0,
Les.2958.1.S1_at,,unmapped,0,
Les.2984.1.S1_at,,unmapped,0,
Les.2910.1.S1_at,,unmapped,0,
Les.3011.1.S1_at,,unmapped,0,
Les.2991.3.S1_at,,unmapped,0,
Les.2920.2.S1_at,,unmapped,0,
Les.3101.3.A1_at,,unmapped,0,
Les.3111.2.S1_at,,unmapped,0,
Les.3098.1.S1_at,,unmapped,0,
Les.3114.1.S1_at,,unmapped,0,
Les.3040.2.A1_at,,unmapped,0,
Les.3140.1.S1_at,,unmapped,0,
Les.3128.2.S1_s_at,,unmapped,0,
Les.3050.1.S1_at,,unmapped,0,
Les.3122.2.A1_a_at,,unmapped,0,
Les.3114.2.S1_at,,unmapped,0,
Les.3140.2.S1_at,,unmapped,0,
Les.3114.3.A1_at,,unmapped,0,
Les.305.1.S1_at,,unmapped,0,
Les.3117.1.S1_at,,unmapped,0,
Les.3027.1.S1_at,,unmapped,0,
Les.3053.1.S1_at,,unmapped,0,
Les.3053.2.A1_at,,unmapped,0,
Les.3133.2.S1_x_at,,unmapped,0,
Les.3124.3.S1_at,,unmapped,0,
Les.3127.2.S1_at,,unmapped,0,
Les.3056.2.A1_at,,unmapped,0,
Les.3092.1.S1_at,,unmapped,0,
Les.3127.3.S1_at,,unmapped,0,
Les.3069.1.S1_at,,unmapped,0,
Les.3095.1.S1_at,,unmapped,0,
Les.3111.1.S1_at,,unmapped,0,
Les.3111.3.A1_at,,unmapped,0,
Les.3124.1.S1_at,,unmapped,0,
Les.3034.1.S1_at,,unmapped,0,
Les.3060.1.S1_at,,unmapped,0,
Les.3079.3.S1_at,,unmapped,0,
Les.3124.2.S1_at,,unmapped,0,
Les.3127.1.S1_at,,unmapped,0,
Les.3037.1.S1_at,,unmapped,0,
Les.3063.1.S1_at,,unmapped,0,
Les.3076.2.S1_at,,unmapped,0,
Les.3121.1.S1_at,,unmapped,0,
Les.3121.2.A1_at,,unmapped,0,
Les.312.1.A1_at,,unmapped,0,
Les.3079.2.S1_at,,unmapped,0,
Les.3031.2.S1_at,,unmapped,0,
Les.3134.1.S1_at,,unmapped,0,
Les.3070.1.S1_at,,unmapped,0,
Les.3108.2.S1_at,,unmapped,0,
Les.3037.2.A1_at,,unmapped,0,
Les.3137.1.S1_at,,unmapped,0,
Les.3047.1.S1_at,,unmapped,0,
Les.3073.1.S1_at,,unmapped,0,
Les.3076.1.S1_at,,unmapped,0,
Les.3079.1.A1_at,,unmapped,0,
Les.3102.1.S1_at,,unmapped,0,
Les.3031.1.A1_at,,unmapped,0,
Les.3080.1.S1_a_at,,unmapped,0,
Les.3076.3.A1_at,,unmapped,0,
Les.3086.2.S1_at,,unmapped,0,
Les.3105.1.S1_at,,unmapped,0,
Les.3131.1.S1_at,,unmapped,0,
Les.3041.1.S1_at,,unmapped,0,
Les.3131.2.A1_at,,unmapped,0,
Les.3108.1.A1_at,,unmapped,0,
Les.3044.1.S1_at,,unmapped,0,
Les.306.1.S1_at,,unmapped,0,
Les.3070.2.A1_at,,unmapped,0,
Les.3144.2.S1_at,,unmapped,0,
Les.3086.3.S1_a_at,,unmapped,0,
Les.3057.1.S1_at,,unmapped,0,
Les.3122.1.S1_a_at,,unmapped,0,
Les.3080.3.S1_at,,unmapped,0,
Les.3086.1.S1_at,,unmapped,0,
Les.3112.1.S1_at,,unmapped,0,
Les.3067.3.S1_at,,unmapped,0,
Les.3099.1.S1_at,,unmapped,0,
Les.303.1.S1_at,,unmapped,0,
Les.3115.1.S1_at,,unmapped,0,
Les.3141.1.S1_at,,unmapped,0,
Les.3144.1.A1_at,,unmapped,0,
Les.306.2.A1_at,,unmapped,0,
Les.3054.1.S1_at,Solyc12g011450,one_to_one_signature_target,11,Solyc12g011450
Les.309.1.A1_at,,unmapped,0,
Les.3080.1.S1_at,,unmapped,0,
Les.3080.2.A1_at,,unmapped,0,
Les.3083.1.A1_at,,unmapped,0,
Les.3067.2.S1_at,,unmapped,0,
Les.3093.2.S1_at,,unmapped,0,
Les.3032.2.S1_at,,unmapped,0,
Les.3125.1.S1_at,,unmapped,0,
Les.3061.1.S1_at,,unmapped,0,
Les.3038.1.S1_at,,unmapped,0,
Les.3064.1.S1_at,Solyc01g109790,one_to_one_signature_target,11,Solyc01g109790
Les.3038.2.A1_at,,unmapped,0,
Les.3090.1.S1_at,,unmapped,0,
Les.3067.1.A1_at,,unmapped,0,
Les.3093.1.A1_at,,unmapped,0,
Les.3077.1.S1_at,,unmapped,0,
Les.310.1.A1_at,,unmapped,0,
Les.3032.1.S1_at,,unmapped,0,
Les.3122.2.A1_at,,unmapped,0,
Les.3035.1.A1_at,,unmapped,0,
Les.3042.2.S1_at,,unmapped,0,
Les.3109.1.S1_at,,unmapped,0,
Les.3135.1.S1_at,,unmapped,0,
Les.3045.1.S1_at,,unmapped,0,
Les.3071.1.S1_at,,unmapped,0,
Les.3048.2.S1_a_at,,unmapped,0,
Les.3071.2.S1_at,,unmapped,0,
Les.3048.1.S1_at,,unmapped,0,
Les.3074.1.S1_at,,unmapped,0,
Les.3071.3.S1_at,,unmapped,0,
Les.3048.2.S1_at,,unmapped,0,
Les.3087.2.S1_at,,unmapped,0,
Les.3132.1.S1_at,,unmapped,0,
Les.3042.1.S1_at,,unmapped,0,
Les.307.1.S1_at,,unmapped,0,
Les.3119.2.S1_at,,unmapped,0,
Les.3084.1.S1_at,,unmapped,0,
Les.3119.3.S1_at,,unmapped,0,
Les.3100.1.S1_at,,unmapped,0,
Les.3087.1.A1_at,,unmapped,0,
Les.3113.1.S1_at,,unmapped,0,
Les.3094.3.S1_at,,unmapped,0,
Les.3127.1.S1_a_at,,unmapped,0,
Les.3097.2.S1_at,,unmapped,0,
Les.3113.2.S1_at,,unmapped,0,
Les.304.1.S1_at,,unmapped,0,
Les.3116.1.S1_at,,unmapped,0,
Les.3116.2.A1_at,,unmapped,0,
Les.3052.1.S1_at,,unmapped,0,
Les.3119.1.A1_at,,unmapped,0,
Les.3081.1.A1_at,,unmapped,0,
Les.3026.2.S1_at,,unmapped,0,
Les.314.2.S1_at,,unmapped,0,
Les.3026.3.A1_at,,unmapped,0,
Les.3052.2.S1_at,,unmapped,0,
Les.3052.3.A1_at,,unmapped,0,
Les.3029.1.S1_at,,unmapped,0,
Les.3055.1.S1_at,,unmapped,0,
Les.3129.1.S1_at,,unmapped,0,
Les.31.1.S1_s_at,,unmapped,0,
Les.3058.1.A1_at,,unmapped,0,
Les.3129.2.S1_at,,unmapped,0,
Les.3091.2.S1_at,,unmapped,0,
Les.3068.1.S1_at,,unmapped,0,
Les.3110.1.S1_at,,unmapped,0,
Les.3059.3.A1_a_at,,unmapped,0,
Les.3091.3.S1_at,,unmapped,0,
Les.3068.2.S1_at,,unmapped,0,
Les.3068.3.A1_at,,unmapped,0,
Les.3094.2.S1_at,,unmapped,0,
Les.3097.1.S1_at,,unmapped,0,
Les.3120.2.S1_at,,unmapped,0,
Les.311.1.S1_at,,unmapped,0,
Les.3123.1.S1_at,,unmapped,0,
Les.3142.1.A1_at,,unmapped,0,
Les.3126.1.S1_at,,unmapped,0,
Les.3062.1.S1_at,,unmapped,0,
Les.3036.2.S1_at,,unmapped,0,
Les.3062.2.S1_at,,unmapped,0,
Les.3039.1.S1_at,,unmapped,0,
Les.3065.1.S1_at,,unmapped,0,
Les.3065.2.A1_at,,unmapped,0,
Les.3072.3.S1_at,,unmapped,0,
Les.3049.2.S1_at,,unmapped,0,
Les.3075.2.S1_at,,unmapped,0,
Les.3078.1.S1_at,,unmapped,0,
Les.3120.1.S1_at,,unmapped,0,
Les.3049.3.S1_at,,unmapped,0,
Les.3120.3.A1_at,,unmapped,0,
Les.314.1.A1_at,,unmapped,0,
Les.3133.1.S1_at,,unmapped,0,
Les.3133.2.S1_at,,unmapped,0,
Les.3043.2.S1_at,,unmapped,0,
Les.3126.2.A1_at,,unmapped,0,
Les.3136.1.S1_at,,unmapped,0,
Les.3046.1.S1_at,,unmapped,0,
Les.3072.1.S1_at,,unmapped,0,
Les.3091.1.A1_at,,unmapped,0,
Les.3072.2.S1_at,,unmapped,0,
Les.3139.1.S1_at,,unmapped,0,
Les.3146.3.S1_at,,unmapped,0,
Les.3030.1.A1_at,,unmapped,0,
Les.3101.2.S1_at,,unmapped,0,
Les.3104.1.S1_at,,unmapped,0,
Les.3130.1.S1_at,,unmapped,0,
Les.3040.1.S1_at,,unmapped,0,
Les.3033.1.A1_at,,unmapped,0,
Les.3088.2.S1_at,,unmapped,0,
Les.3104.2.S1_at,,unmapped,0,
Les.3107.1.S1_at,,unmapped,0,
Les.3043.1.S1_at,,unmapped,0,
Les.3140.3.S1_at,,unmapped,0,
Les.305.2.S1_at,,unmapped,0,
Les.3146.1.S1_at,,unmapped,0,
Les.3056.1.S1_at,,unmapped,0,
Les.305.3.S1_at,,unmapped,0,
Les.3049.1.A1_at,,unmapped,0,
Les.3082.1.S1_at,,unmapped,0,
Les.3146.2.S1_at,,unmapped,0,
Les.3059.1.S1_at,,unmapped,0,
Les.3085.1.S1_at,,unmapped,0,
Les.3101.1.S1_at,,unmapped,0,
Les.3185.2.S1_at,,unmapped,0,
Les.3178.2.A1_at,,unmapped,0,
Les.3188.1.S1_at,,unmapped,0,
Les.3204.1.S1_at,,unmapped,0,
Les.3159.3.S1_at,,unmapped,0,
Les.3185.3.S1_at,,unmapped,0,
Les.3243.1.S1_at,,unmapped,0,
Les.3262.1.A1_at,,unmapped,0,
Les.3217.2.S1_at,Solyc02g085950,one_to_one_signature_target,11,Solyc02g085950
Les.3243.2.S1_at,,unmapped,0,
Les.3246.1.S1_at,,unmapped,0,
Les.3156.1.S1_at,,unmapped,0,
Les.3182.1.S1_at,,unmapped,0,
Les.3149.1.A1_at,,unmapped,0,
Les.3183.2.S1_a_at,,unmapped,0,
Les.3159.1.S1_at,,unmapped,0,
Les.32.1.S1_at,,unmapped,0,
Les.3259.2.S1_at,,unmapped,0,
Les.3195.2.S1_at,,unmapped,0,
Les.3211.2.S1_at,,unmapped,0,
Les.3198.1.S1_at,,unmapped,0,
Les.3214.1.S1_at,,unmapped,0,
Les.3150.1.S1_at,,unmapped,0,
Les.3211.3.S1_at,,unmapped,0,
Les.3214.2.S1_at,,unmapped,0,
Les.315.1.S1_at,,unmapped,0,
Les.3153.1.S1_at,,unmapped,0,
Les.3153.2.A1_at,,unmapped,0,
Les.3224.3.S1_at,,unmapped,0,
Les.3250.3.S1_at,,unmapped,0,
Les.325.2.S1_at,,unmapped,0,
Les.3160.3.S1_at,,unmapped,0,
Les.3227.2.S1_at,,unmapped,0,
Les.3163.2.S1_at,,unmapped,0,
Les.3256.1.S1_at,,unmapped,0,
Les.3166.1.S1_at,,unmapped,0,
Les.3217.3.S1_s_at,Solyc02g085950,one_to_one_signature_target,11,Solyc02g085950
Les.3185.1.A1_at,,unmapped,0,
Les.3163.3.S1_at,,unmapped,0,
Les.3211.1.A1_at,,unmapped,0,
Les.3166.2.S1_at,,unmapped,0,
Les.3259.1.S1_at,,unmapped,0,
Les.3195.1.S1_at,,unmapped,0,
Les.3266.3.S1_at,,unmapped,0,
Les.3259.3.A1_at,,unmapped,0,
Les.3179.2.S1_at,,unmapped,0,
Les.322.1.S1_at,,unmapped,0,
Les.3179.3.S1_at,,unmapped,0,
Les.3160.1.S1_at,,unmapped,0,
Les.3224.2.S1_at,,unmapped,0,
Les.3250.2.S1_at,,unmapped,0,
Les.3160.2.S1_at,,unmapped,0,
Les.3227.1.S1_at,,unmapped,0,
Les.3253.1.S1_at,,unmapped,0,
Les.3163.1.S1_at,,unmapped,0,
Les.3227.3.A1_at,,unmapped,0,
Les.3237.2.S1_at,,unmapped,0,
Les.3263.2.S1_at,,unmapped,0,
Les.3173.2.S1_at,,unmapped,0,
Les.3179.1.A1_a_at,,unmapped,0,
Les.3263.3.S1_at,,unmapped,0,
Les.32.2.S1_a_at,,unmapped,0,
Les.3266.2.S1_at,,unmapped,0,
Les.3176.2.S1_at,,unmapped,0,
Les.3221.1.S1_at,,unmapped,0,
Les.3176.3.S1_at,,unmapped,0,
Les.3224.1.A1_at,,unmapped,0,
Les.3250.1.A1_at,,unmapped,0,
Les.3208.1.S1_at,,unmapped,0,
Les.325.1.A1_at,,unmapped,0,
Les.3260.1.S1_at,,unmapped,0,
Les.3260.2.S1_at,,unmapped,0,
Les.3170.2.S1_at,,unmapped,0,
Les.3260.3.A1_at,,unmapped,0,
Les.3237.1.S1_at,,unmapped,0,
Les.3176.1.A1_at,,unmapped,0,
Les.3173.3.A1_at,,unmapped,0,
Les.3186.1.S1_at,,unmapped,0,
Les.3179.1.A1_at,,unmapped,0,
Les.3202.1.S1_at,,unmapped,0,
Les.3189.1.S1_at,,unmapped,0,
Les.3205.1.S1_at,,unmapped,0,
Les.3231.1.S1_at,,unmapped,0,
Les.3234.1.A1_at,,unmapped,0,
Les.3170.1.A1_at,,unmapped,0,
Les.3218.1.S1_at,,unmapped,0,
Les.3244.1.S1_at,,unmapped,0,
Les.3180.1.S1_at,,unmapped,0,
Les.3263.1.A1_at,,unmapped,0,
Les.3154.2.S1_at,,unmapped,0,
Les.3180.2.S1_at,,unmapped,0,
Les.3247.1.S1_at,,unmapped,0,
Les.3157.1.S1_at,,unmapped,0,
Les.3228.2.S1_a_at,,unmapped,0,
Les.3257.2.S1_at,,unmapped,0,
Les.3206.2.S1_a_at,,unmapped,0,
Les.3186.3.A1_at,,unmapped,0,
Les.3199.1.S1_at,,unmapped,0,
Les.3215.1.S1_at,,unmapped,0,
Les.3241.1.S1_at,,unmapped,0,
Les.3151.1.S1_at,,unmapped,0,
Les.3251.2.S1_at,,unmapped,0,
Les.3218.2.A1_at,,unmapped,0,
Les.3244.2.A1_at,,unmapped,0,
Les.3228.1.S1_at,,unmapped,0,
Les.319.1.A1_at,,unmapped,0,
Les.3217.1.S1_s_at,,unmapped,0,
Les.3225.3.S1_at,,unmapped,0,
Les.3170.2.S1_a_at,,unmapped,0,
Les.3228.2.S1_at,,unmapped,0,
Les.3180.3.A1_at,,unmapped,0,
Les.3164.2.S1_at,,unmapped,0,
Les.3190.2.S1_at,,unmapped,0,
Les.3257.1.S1_at,,unmapped,0,
Les.3167.1.S1_at,,unmapped,0,
Les.3193.1.S1_at,,unmapped,0,
Les.3196.1.S1_at,,unmapped,0,
Les.3221.1.S1_a_at,,unmapped,0,
Les.3222.2.S1_at,,unmapped,0,
Les.323.1.S1_at,,unmapped,0,
Les.3154.1.A1_at,,unmapped,0,
Les.3225.2.S1_at,,unmapped,0,
Les.3264.1.S1_at,,unmapped,0,
Les.3228.3.A1_at,,unmapped,0,
Les.3148.2.S1_at,,unmapped,0,
Les.3264.2.S1_at,,unmapped,0,
Les.3190.3.A1_at,,unmapped,0,
Les.3267.1.S1_at,,unmapped,0,
Les.3264.3.S1_at,,unmapped,0,
