gene_id,effect_source_a,effect_source_b,same_direction,minimum_absolute_effect,effect_GSE267238,effect_GSE128739,all_four_measured,matching_direction_count,all_four_same_direction,minimum_absolute_effect_percentile,mean_absolute_effect_percentile,evidence_scope,candidate_rank,gene_name,gene_biotype,gene_description,tf_family,ensembl_gene_stable_id,ensembl_gene_name,refseq_mrna_id,annotation_source,annotation_release,mapping_status,published_regulator,published_edge_type,published_edge_direction,published_edge_context,studyshield_score,direction_consistency,trimmed_mean_effect_rank,weakest_absolute_effect_rank,heterogeneity,cohort_coverage,cohort_count,studyshield_rank,bootstrap_score_median,bootstrap_score_lower_95,bootstrap_score_upper_95,bootstrap_rank_median,top_k_selection_probability,permutation_count,studyshield_empirical_p,studyshield_bh_fdr,significant_matched_null_go_terms,atlas_claim,regulatory_claim_boundary,protein_measured,protein_log2_BR8_vs_MG,protein_de_log2_ratio,protein_de_p,protein_de_fdr,protein_differential_BR8_vs_MG,phosphosite_de_count,phosphosite_max_abs_log2_ratio,phosphosite_representative_log2_ratio,phosphosite_min_fdr,phosphosite_ids,phosphosite_differential_BR8_vs_MG,protein_support_status,phosphosite_support_status,chromatin_support_status,multiomics_high_confidence,regulatory_candidate_grade,rin1_vs_wt_log2_fold_change,rin1_vs_wt_bh_fdr,rin1_vs_wt_differential,perturbation_support_status,tissue_context_count,tissue_context_direction_consistency,tissue_contexts_concordant,tissue_contexts_measured
Solyc10g005210,-0.699311755952381,-0.4195033482142857,True,0.4195033482142857,-0.6306297746371011,-4.04686609380736,True,4,True,0.1986143187066974,0.5916794417456399,cross_cohort_expression_replication_only,236.0,Solyc10g005210.4,protein_coding,DNA-3-methyladenine glycosylase I (AHRD V3.3 *** B6TPB7_MAIZE) && sp|Q7VG78|GUAA_HELHP Probable GMP synthase [glutamine-hydrolyzing] OS=Helicobacter hepaticus (strain ATCC 51449 / 3B1) OX=235279 GN=guaA PE=3 SV=1 && PF03352:Methyladenine glycosylase,-,gene-Solyc10g005210.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.5792145521660191,0.8571428571428571,-0.8503001716161209,0.071486979494276,0.373551557702483,1.0,7,7819,-0.5828555477019909,-0.93826510988094,-0.3611937546343963,331.0,0.012,1000,0.0239760239760239,0.0352053010280858,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,10.0,1.0,Collenchyma;Columella;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc12g011410,-0.4282226562499999,-0.6523030598958333,True,0.4282226562499999,-1.7619694401088684,-3.1661072014252674,True,4,True,0.1982758620689655,0.5264979194871386,cross_cohort_expression_replication_only,237.0,Solyc12g011410.1,protein_coding,Unknown protein && - && -,-,gene-Solyc12g011410.1,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6011435148428772,0.8571428571428571,-0.9094453291817411,0.2254790959030485,0.4196789327696513,1.0,7,6679,-0.6015064362505523,-0.9850027483103556,-0.3597216517763741,307.0,0.084,1000,0.0179820179820179,0.031485495636439,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,6.0,1.0,Columella;Outer epidermis;Placenta;Septum;Total pericarp;Vascular tissue,Columella;Outer epidermis;Placenta;Septum;Total pericarp;Vascular tissue
Solyc02g072440,-0.4600016276041667,-0.1994047619047619,True,0.1994047619047619,-0.9415466876016922,-3.3230832423798504,True,4,True,0.1961206896551724,0.3367170701600701,cross_cohort_expression_replication_only,238.0,Solyc02g072440.4,protein_coding,Receptor-like protein kinase (AHRD V3.3 *** A0A2R6Q6W2_ACTCH) && sp|Q1MX30|XA21_ORYSI Receptor kinase-like protein Xa21 OS=Oryza sativa subsp. indica OX=39946 GN=XA21 PE=1 SV=1 && PF00069:Protein kinase domain|PF13855:Leucine rich repeat|PF08263:Leucine rich repeat N-terminal domain,Pkinase,gene-Solyc02g072440.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.9305496705626704,1.0,-0.9456382973851756,0.8552594866071429,0.0506810862802947,1.0,7,175,-0.9305565643148972,-0.9625991825539002,-0.9159829078590094,81.0,0.894,1000,0.0019980019980019,0.0091789398720091,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,9.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue
Solyc12g014570,-0.6231282552083335,-0.3428722563244048,True,0.3428722563244048,-1.3092694967642708,-1.4165863660603757,True,4,True,0.1939655172413793,0.4653393027793263,cross_cohort_expression_replication_only,239.0,Solyc12g014570.2,protein_coding,Glycerophosphodiester phosphodiesterase GDPDL4 (AHRD V3.3 *** A0A2G2Z5P4_CAPAN) && sp|Q9FJ62|GPDL4_ARATH Glycerophosphodiester phosphodiesterase GDPDL4 OS=Arabidopsis thaliana OX=3702 GN=GDPDL4 PE=1 SV=1 && PF03009:Glycerophosphoryl diester phosphodiesterase family,-,gene-Solyc12g014570.2,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6023381680805532,0.8571428571428571,-0.8941694837292034,0.1699794523420137,0.3832102193907035,1.0,7,6605,-0.6042147305454304,-0.940944787363888,-0.3660240325608912,308.0,0.0,1000,0.0209790209790209,0.0333365264872114,,four_cohort_expression_consensus,no_regulatory_claim,True,-0.4433594288151854,,,,False,,,,,,False,measured_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,9.0,1.0,Collenchyma;Columella;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc06g082460,-0.4273158482142856,-0.5394403366815478,True,0.4273158482142856,-1.3604226700339817,-3.6100256265648705,True,4,True,0.1918103448275862,0.4752690232539619,cross_cohort_expression_replication_only,240.0,Solyc06g082460.1,protein_coding,"ovate family protein 14 && sp|Q9LVL4|OFP3_ARATH Transcription repressor OFP3 OS=Arabidopsis thaliana OX=3702 GN=OFP3 PE=1 SV=1 && PF13724:DNA-binding domain|PF04844:Transcriptional repressor, ovate",-,gene-Solyc06g082460.1,OFP14,NM_001366820,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6043285013754364,0.8571428571428571,-0.8903573785501934,0.4350127898687466,0.4834288840372285,1.0,7,6512,-0.6062722325051442,-0.9546339146626198,-0.3451141704039118,309.0,0.01,1000,0.0229770229770229,0.0347274874962171,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,9.0,1.0,Collenchyma;Columella;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc01g096740,0.4270135788690477,0.3527890159970238,True,0.3527890159970238,0.9758118984959544,3.535947417759984,True,4,True,0.1896551724137931,0.3616558493270685,cross_cohort_expression_replication_only,241.0,Solyc01g096740.4,protein_coding,Protein ZINC INDUCED FACILITATOR-LIKE 1 (AHRD V3.3 *** A0A1J3IH30_NOCCA) && sp|Q94BZ1|ZIFL1_ARATH Protein ZINC INDUCED FACILITATOR-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=ZIFL1 PE=2 SV=1 && PF07690:Major Facilitator Superfamily,MFS_1,gene-Solyc01g096740.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.4263704791170605,0.7142857142857143,0.7509170670240106,0.0390615171719713,0.6219479592912687,1.0,7,15129,0.4454568646998153,0.2250578400476758,0.9595979386419272,399.0,0.0,1000,0.1608391608391608,0.1719570751828816,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,8.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Septum;Total pericarp,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Septum;Total pericarp
Solyc05g014300,0.4428478422619046,0.7418736049107143,True,0.4428478422619046,0.5723011204613954,2.827814695238873,True,4,True,0.1870669745958429,0.4675641574420641,cross_cohort_expression_replication_only,242.0,Solyc05g014300.1,protein_coding,Unknown protein && - && -,-,gene-Solyc05g014300.1,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.7534101410854401,1.0,0.8642198798794434,0.3993543653705062,0.2043211361214944,1.0,7,2289,0.7585225897701363,0.6776951507082475,0.9293481292919,170.0,0.648,1000,0.0049950049950049,0.015148250442368,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,5.0,1.0,Columella;Locular tissue;Placenta;Septum;Total pericarp,Columella;Locular tissue;Placenta;Septum;Total pericarp
Solyc08g075080,-0.5056849888392858,-0.1953066871279762,True,0.1953066871279762,-1.4488939823651046,-2.284232052118538,True,4,True,0.1853448275862069,0.3770942004459664,cross_cohort_expression_replication_only,243.0,Solyc08g075080.3,protein_coding,RING/U-box superfamily protein (AHRD V3.3 *** F4KD57_ARATH) && sp|Q91XF4|RN167_MOUSE E3 ubiquitin-protein ligase RNF167 OS=Mus musculus OX=10090 GN=Rnf167 PE=2 SV=1 && PF13639:Ring finger domain,-,gene-Solyc08g075080.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.4439672340498981,0.7142857142857143,-0.6995454085190727,0.2256887658825009,0.6141520778575063,1.0,7,13912,-0.4527683965933239,-0.9382844964326272,-0.2582433933602405,394.0,0.002,1000,0.1138861138861138,0.1292008724771561,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,7.0,1.0,Collenchyma;Inner epidermis;Locular tissue;Parenchyma;Septum;Total pericarp;Vascular tissue,Collenchyma;Inner epidermis;Locular tissue;Parenchyma;Septum;Total pericarp;Vascular tissue
Solyc09g065670,-0.4256184895833335,-0.3639090401785714,True,0.3639090401785714,-1.6229867607870774,-2.537068051374185,True,4,True,0.1853448275862069,0.3729020665764116,cross_cohort_expression_replication_only,244.0,Solyc09g065670.3,protein_coding,Protein indeterminate-domain 12 (AHRD V3.3 *** A0A2G2X5Z0_CAPBA) && sp|O22759|IDD12_ARATH Protein indeterminate-domain 12 OS=Arabidopsis thaliana OX=3702 GN=IDD12 PE=2 SV=2 && -,-,gene-Solyc09g065670.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.8451271969661737,1.0,-0.9619260569823168,0.5857798685105419,0.1338287131306256,1.0,7,903,-0.8458947864113594,-0.9800229067095012,-0.7791747830341372,128.0,0.758,1000,0.0039960039960039,0.0126996291379853,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,8.0,1.0,Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp,Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp
Solyc06g072650,0.5408296130952381,0.3630777994791667,True,0.3630777994791667,0.5712677283775006,1.451380168759764,True,4,True,0.184757505773672,0.380241100581349,cross_cohort_expression_replication_only,245.0,Solyc06g072650.1,protein_coding,Small auxin up-regulated RNA61 && - && PF02519:Auxin responsive protein,Auxin_inducible,gene-Solyc06g072650.1,,,Ensembl Plants BioMart,63,one_to_one,RIN,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,0.8848388110805545,1.0,0.8994960804512153,0.8048061664021764,0.0691428051792268,0.8571428571428571,6,468,0.8906179704966553,0.8541857889099177,0.9345238359899994,115.0,0.698,1000,0.0019980019980019,0.0091789398720091,,four_cohort_expression_consensus,source_bound_context_limited,False,,,,,,,,,,,,not_measured,none,binding_only,True,binding_plus_independent_perturbation_expression,-2.1998070596916524,4.821310375975246e-08,True,binding_plus_independent_perturbation_expression,8.0,1.0,Columella;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Columella;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc12g017250,0.4254324776785714,0.2179129464285712,True,0.2179129464285712,1.3909768947889765,2.6175395836192106,True,4,True,0.1831896551724137,0.2971213765230548,cross_cohort_expression_replication_only,246.0,Solyc12g017250.2,protein_coding,"photosystem II 10 kDa polypeptide && sp|Q40519|PSBR_TOBAC Photosystem II 10 kDa polypeptide, chloroplastic OS=Nicotiana tabacum OX=4097 GN=PSBR PE=2 SV=1 && PF04725:Photosystem II 10 kDa polypeptide PsbR",-,gene-Solyc12g017250.2,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.5703274500466129,0.8571428571428571,0.8870071172332981,0.6553654547741854,0.6421298247404689,1.0,7,8273,0.5709805691849928,0.2795010255371756,0.9489031351714596,345.0,0.266,1000,0.0459540459540459,0.0579420579420579,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc03g063730,0.4466029575892856,0.2655145554315476,True,0.2655145554315476,0.561772178125584,2.5682632335054283,True,4,True,0.1824480369515011,0.2837585609620132,cross_cohort_expression_replication_only,247.0,Solyc03g063730.4,protein_coding,Protein DETOXIFICATION (AHRD V3.3 *** A0A191UP89_GLYSO) && sp|Q8W488|DTX21_ARATH Protein DETOXIFICATION 21 OS=Arabidopsis thaliana OX=3702 GN=DTX21 PE=1 SV=1 && PF01554:MatE,MatE,gene-Solyc03g063730.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.7122171788888333,1.0,0.9224226799971788,0.2076571476495995,0.2591872597062539,1.0,7,3142,0.7129761589305551,0.5985505827343606,0.9630461925025948,206.0,0.44,1000,0.0059940059940059,0.0171680171680171,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc07g051820,-0.4252929687499999,-0.574311755952381,True,0.4252929687499999,-4.947684877465799,-5.030539939048729,True,4,True,0.1810344827586207,0.699429352154177,cross_cohort_expression_replication_only,248.0,Solyc07g051820.3,protein_coding,Cellulose synthase (AHRD V3.3 *** A0A200PYU7_9MAGN) && sp|Q339N5|CSLH1_ORYSJ Cellulose synthase-like protein H1 OS=Oryza sativa subsp. japonica OX=39947 GN=CSLH1 PE=2 SV=2 && PF03552:Cellulose synthase,-,gene-Solyc07g051820.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.9755952676616444,1.0,-0.99152624718227,0.9390908709690948,0.0196509002793326,1.0,7,25,-0.9758685463616764,-0.9942254267155968,-0.965641928818752,20.0,1.0,1000,0.0009990009990009,0.0073577216434359,,four_cohort_expression_consensus,no_regulatory_claim,True,-1.836908636397971,-1.8377438163204127,1.53059410123142e-14,4.72358346241143e-13,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,7.0,0.8571428571428571,Columella;Locular tissue;Parenchyma;Placenta;Septum;Total pericarp,Columella;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp
Solyc03g121600,-0.4621698288690476,-0.1911737351190476,True,0.1911737351190476,-1.4724298811236451,-3.6833103598040022,True,4,True,0.1810344827586207,0.3977612088874731,cross_cohort_expression_replication_only,249.0,Solyc03g121600.4,protein_coding,Glucose-methanol-choline (GMC) oxidoreductase family protein (AHRD V3.3 *** A0A2U1MMK8_ARTAN) && sp|Q9S746|HTH_ARATH Protein HOTHEAD OS=Arabidopsis thaliana OX=3702 GN=HTH PE=1 SV=1 && PF00732:GMC oxidoreductase|PF05199:GMC oxidoreductase,-,gene-Solyc03g121600.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.829761792473138,1.0,-0.9437492621016468,0.6117388114453411,0.1378499599073336,0.8571428571428571,6,1089,-0.8310694846180116,-0.9669585167929486,-0.7641008728972905,136.0,0.692,1000,0.0069930069930069,0.0185414585414585,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,4.0,1.0,Inner epidermis;Outer epidermis;Seeds;Total pericarp,Inner epidermis;Outer epidermis;Seeds;Total pericarp
Solyc03g115000,-0.4250837053571428,-0.2937825520833333,True,0.2937825520833333,-2.068925723818799,-2.7599436898201137,True,4,True,0.1788793103448276,0.3769087958907382,cross_cohort_expression_replication_only,250.0,Solyc03g115000.3,protein_coding,protein LONGIFOLIA 1-like (AHRD V3.3 *** A0A2I4EZQ4_9ROSI) && sp|Q9S823|LNG2_ARATH Protein LONGIFOLIA 2 OS=Arabidopsis thaliana OX=3702 GN=LNG2 PE=1 SV=1 && PF14383:DUF761-associated sequence motif|PF14309:Domain of unknown function (DUF4378),-,gene-Solyc03g115000.3,TRM3/4,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.7569224820671209,1.0,-0.9583065302783528,0.3245481611942802,0.2240237705495615,1.0,7,2217,-0.7573092898969761,-0.9738949631388026,-0.6531778711185178,171.0,0.88,1000,0.0039960039960039,0.0126996291379853,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc09g074630,-0.5143345424107143,-0.186796642485119,True,0.186796642485119,-3.173192887039737,-4.848915511554071,True,4,True,0.1767241379310344,0.6135634008919328,cross_cohort_expression_replication_only,251.0,Solyc09g074630.3,protein_coding,BTB domain-containing protein/NPH3 domain-containing protein (AHRD V3.3 *** A0A1Q3CT76_CEPFO) && sp|Q9SA69|Y1301_ARATH BTB/POZ domain-containing protein At1g03010 OS=Arabidopsis thaliana OX=3702 GN=At1g03010 PE=2 SV=1 && PF03000:NPH3 family,-,gene-Solyc09g074630.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6133452965152189,0.8571428571428571,-0.9358459166927618,0.7052459428858976,0.5813031225900462,1.0,7,6017,-0.6133806983787649,-0.9477481057253148,-0.3259327420403888,290.0,0.156,1000,0.0259740259740259,0.0364107191901753,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,10.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue
Solyc01g105050,-0.4246535528273811,-0.664306640625,True,0.4246535528273811,-3.0437364277326604,-4.663922821504125,True,4,True,0.1745689655172413,0.6684804790156884,cross_cohort_expression_replication_only,252.0,Solyc01g105050.3,protein_coding,"Chlorophyll a-b binding protein && sp|P27525|CB4B_SOLLC Chlorophyll a-b binding protein CP24 10B, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAP10B PE=3 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc01g105050.3,LHCP,NM_001309362,Ensembl Plants BioMart,63,one_to_one,,,,,-0.73735812230751,1.0,-0.9932141280138704,0.2494443745544513,0.2606465418886367,1.0,7,2612,-0.737508257982047,-0.996657352784192,-0.6186970746080448,177.0,0.818,1000,0.0099900099900099,0.0235297697226631,,four_cohort_expression_consensus,no_regulatory_claim,True,-3.7628238165376224,-3.7603235187508104,4.16797908412101e-13,6.56826207440914e-12,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc12g006140,-0.4598679315476192,-0.1820242745535713,True,0.1820242745535713,-1.8071986765751005,-3.62478714269988,True,4,True,0.1745689655172413,0.4161610555865254,cross_cohort_expression_replication_only,253.0,Solyc12g006140.2,protein_coding,"Cab-5 gene encoding chlorophyll a/b-binding protein && sp|P12062|CB26_PETSP Chlorophyll a-b binding protein 37, chloroplastic OS=Petunia sp. OX=4104 GN=CAB37 PE=3 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc12g006140.2,CAB5,NM_001308945,Ensembl Plants BioMart,63,one_to_one,,,,,-0.7050006165981656,1.0,-0.9510540585359818,0.1726422610810584,0.2801605167722262,1.0,7,3327,-0.7052035889147525,-0.9877914905322376,-0.5831154678287914,206.0,0.424,1000,0.0039960039960039,0.0126996291379853,,four_cohort_expression_consensus,no_regulatory_claim,True,-2.384186939856764,-2.3798781993176887,3.0436202543714997e-12,3.44169170748778e-11,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc05g005920,-0.4241768973214285,-0.4295363653273809,True,0.4241768973214285,-2.2589741251579603,-4.418457394127883,True,4,True,0.1724137931034483,0.5333529107270845,cross_cohort_expression_replication_only,254.0,Solyc05g005920.4,protein_coding,protein NRT1/ PTR FAMILY 1.2-like (AHRD V3.3 *** A0A2I4HMB7_9ROSI) && sp|Q9M817|PTR6_ARATH Protein NRT1/ PTR FAMILY 1.2 OS=Arabidopsis thaliana OX=3702 GN=NPF1.2 PE=1 SV=1 && PF00854:POT family,-,gene-Solyc05g005920.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.742798413150289,1.0,-0.9703386286299912,0.276449867907913,0.2447877640807885,1.0,7,2504,-0.7434645804570839,-0.9844711558634666,-0.6310152308533757,177.0,0.852,1000,0.0089910089910089,0.0220731649303077,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,0.9090909090909092,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc07g062670,0.5576753162202381,0.4162481398809524,True,0.4162481398809524,0.5286498909624975,4.804298304448347,True,4,True,0.1709006928406466,0.568587242175679,cross_cohort_expression_replication_only,255.0,Solyc07g062670.1,protein_coding,Unknown protein && - && -,-,gene-Solyc07g062670.1,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.4240084271724763,0.7142857142857143,0.5907450150804978,0.8074605782812996,0.8294010953376867,1.0,7,15327,0.424036720705947,-0.2985430831198531,0.9279314951523484,414.0,0.012,1000,0.1508491508491508,0.1623990858329605,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,8.0,1.0,Columella;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Columella;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc01g066740,-0.4236886160714286,-0.450288318452381,True,0.4236886160714286,-2.7956482645115805,-2.626712772085644,True,4,True,0.168103448275862,0.4790928366648084,cross_cohort_expression_replication_only,256.0,Solyc01g066740.3,protein_coding,Transducin/WD40 repeat-like superfamily protein (AHRD V3.3 *-* A0A2U1LEC3_ARTAN) && sp|C6L7U1|LIN1_LOTJA Putative E3 ubiquitin-protein ligase LIN-1 OS=Lotus japonicus OX=34305 GN=CERBERUS PE=2 SV=2 && -,-,gene-Solyc01g066740.3,,,Ensembl Plants BioMart,63,one_to_one,RIN,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,-0.692585690149349,1.0,-0.9773397360447852,0.114773346752212,0.302811743490834,1.0,7,3632,-0.6927388316368736,-0.9852667461740484,-0.5598466151442382,210.0,0.342,1000,0.0069930069930069,0.0185414585414585,,four_cohort_expression_consensus,source_bound_context_limited,False,,,,,,,,,,,,not_measured,none,binding_only,True,binding_plus_independent_perturbation_expression,1.8771458553203737,6.762968702790227e-48,True,binding_plus_independent_perturbation_expression,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc11g012880,-0.5070219494047621,-0.5819208054315477,True,0.5070219494047621,-0.8506017197050133,-1.227839741969833,True,4,True,0.168103448275862,0.4494778808632635,cross_cohort_expression_replication_only,257.0,Solyc11g012880.2,protein_coding,EamA-like transporter family protein (AHRD V3.3 *** A0A2U1L2E6_ARTAN) && sp|Q9SFE9|GONS5_ARATH GDP-mannose transporter GONST5 OS=Arabidopsis thaliana OX=3702 GN=GONST5 PE=2 SV=1 && PF03151:Triose-phosphate Transporter family,-,gene-Solyc11g012880.2,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6776996555867718,1.0,-0.8120669522909546,0.2513733383654128,0.2927216669004822,1.0,7,4009,-0.6785028055349107,-0.9330285488690696,-0.5921199443196087,225.0,0.024,1000,0.0029970029970029,0.0108641358641358,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,7.0,1.0,Collenchyma;Inner epidermis;Outer epidermis;Parenchyma;Septum;Total pericarp;Vascular tissue,Collenchyma;Inner epidermis;Outer epidermis;Parenchyma;Septum;Total pericarp;Vascular tissue
