gene_id,effect_source_a,effect_source_b,same_direction,minimum_absolute_effect,effect_GSE267238,effect_GSE128739,all_four_measured,matching_direction_count,all_four_same_direction,minimum_absolute_effect_percentile,mean_absolute_effect_percentile,evidence_scope,candidate_rank,gene_name,gene_biotype,gene_description,tf_family
Solyc02g092220,-0.4811662946428571,-0.562715076264881,True,0.4811662946428571,-2.2057086596184154,-2.8434220959512118,True,4,True,0.4396551724137931,0.583267798837302,cross_cohort_expression_replication_only,107,Solyc02g092220.1,protein_coding,Unknown protein && - && -,-
Solyc04g074110,-0.6375674293154763,-0.5970517113095237,True,0.5970517113095237,-1.5153575470907512,-3.0748309016552553,True,4,True,0.4387990762124711,0.6576523552600143,cross_cohort_expression_replication_only,108,Solyc04g074110.4,protein_coding,"Carbohydrate esterase && sp|Q8L9J9|CAES_ARATH Probable carbohydrate esterase At4g34215 OS=Arabidopsis thaliana OX=3702 GN=At4g34215 PE=1 SV=2 && PF03629:Carbohydrate esterase, sialic acid-specific acetylesterase",-
Solyc05g011970,0.4735863095238096,0.3768368675595238,True,0.3768368675595238,2.592490925452143,4.600793582189155,True,4,True,0.4375,0.599588377000876,cross_cohort_expression_replication_only,109,Solyc05g011970.3,protein_coding,Cytochrome (AHRD V3.3 *** A0A1U8EZV2_CAPAN) && sp|H2DH17|C7A22_PANGI Cytochrome P450 CYP749A22 OS=Panax ginseng OX=4054 PE=2 SV=1 && PF00067:Cytochrome P450,p450
Solyc03g115640,-0.5256231398809523,-0.6774960472470237,True,0.5256231398809523,-1.5136995493386305,-3.852355159684648,True,4,True,0.43648960739030024,0.6608465397786096,cross_cohort_expression_replication_only,110,Solyc03g115640.3,protein_coding,"DUF538 domain-containing protein (AHRD V3.3 *** A0A1Q3AZJ7_CEPFO) && sp|Q9M015|Y5161_ARATH Uncharacterized protein At5g01610 OS=Arabidopsis thaliana OX=3702 GN=At5g01610 PE=1 SV=1 && PF04398:Protein of unknown function, DUF538",-
Solyc01g108880,0.4735630580357143,0.3986235119047619,True,0.3986235119047619,3.473934001450287,7.27671658380934,True,4,True,0.4353448275862069,0.7010419984868997,cross_cohort_expression_replication_only,111,Solyc01g108880.4,protein_coding,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** A0A2U1MKU7_ARTAN) && sp|Q9FFF6|JOX2_ARATH Jasmonate-induced oxygenase 2 OS=Arabidopsis thaliana OX=3702 GN=JOX2 PE=1 SV=1 && PF14226:non-haem dioxygenase in morphine synthesis N-terminal|PF03171:2OG-Fe(II) oxygenase superfamily,2OG-FeII_Oxy
Solyc10g051120,0.4945242745535713,0.5199730282738095,True,0.4945242745535713,1.492844122511666,3.8441843435124747,True,4,True,0.4295612009237875,0.5836834036792228,cross_cohort_expression_replication_only,112,Solyc10g051120.3,protein_coding,Mitochondrial pyruvate carrier (AHRD V3.3 *** A0A2G2WMA1_CAPBA) && sp|Q949R9|MPC1_ARATH Mitochondrial pyruvate carrier 1 OS=Arabidopsis thaliana OX=3702 GN=MPC1 PE=3 SV=1 && PF03650:Mitochondrial pyruvate carriers,-
Solyc10g047030,0.4718075706845238,0.5847981770833335,True,0.4718075706845238,3.0488056210883627,5.461424690414002,True,4,True,0.42887931034482757,0.7310190531177829,cross_cohort_expression_replication_only,113,Solyc10g047030.3,protein_coding,LEXYL1 && sp|A5JTQ3|XYL2_MEDSV Beta-xylosidase/alpha-L-arabinofuranosidase 2 OS=Medicago sativa subsp. varia OX=36902 GN=Xyl2 PE=2 SV=1 && PF00933:Glycosyl hydrolase family 3 N terminal domain|PF14310:Fibronectin type III-like domain|PF01915:Glycosyl hydrolase family 3 C-terminal domain,Glyco_hydro_3_C
Solyc04g076220,0.5775320870535714,0.3503185453869046,True,0.3503185453869046,2.0674046661733096,4.0757649683719555,True,4,True,0.42887931034482757,0.6290253942024369,cross_cohort_expression_replication_only,114,Solyc04g076220.3,protein_coding,AT-hook motif nuclear-localized protein (AHRD V3.3 *** A0A1U8GD78_CAPAN) && sp|Q9LTA2|AHL17_ARATH AT-hook motif nuclear-localized protein 17 OS=Arabidopsis thaliana OX=3702 GN=AHL17 PE=2 SV=1 && PF03479:Plants and Prokaryotes Conserved (PCC) domain,-
Solyc08g080630,0.4701334635416666,0.5340983072916667,True,0.4701334635416666,2.324372233182018,5.007281984564685,True,4,True,0.4224137931034483,0.6655115174802898,cross_cohort_expression_replication_only,115,Solyc08g080630.4,protein_coding,Ethylene-responsive proteinase inhibitor 1 (AHRD V3.3 *** A0A1U8G7N9_CAPAN) && sp|P20076|IER1_SOLLC Ethylene-responsive proteinase inhibitor 1 OS=Solanum lycopersicum OX=4081 PE=3 SV=1 && PF00280:Potato inhibitor I family,-
Solyc02g070890,0.5818684895833335,0.3439650762648809,True,0.3439650762648809,3.238227411954153,4.628646163307263,True,4,True,0.41810344827586204,0.7161269610575774,cross_cohort_expression_replication_only,116,Solyc02g070890.3,protein_coding,Flagellin Sensing 2 && sp|Q9FL28|FLS2_ARATH LRR receptor-like serine/threonine-protein kinase FLS2 OS=Arabidopsis thaliana OX=3702 GN=FLS2 PE=1 SV=1 && PF13855:Leucine rich repeat|PF08263:Leucine rich repeat N-terminal domain|PF00069:Protein kinase domain,Pkinase
Solyc02g070790,-0.468226841517857,-0.4514915829613095,True,0.4514915829613095,-1.5227601707369112,-2.7503225146113586,True,4,True,0.41379310344827586,0.4735779843911762,cross_cohort_expression_replication_only,117,Solyc02g070790.3,protein_coding,"3-oxoacyl-[acyl-carrier-protein] synthase (AHRD V3.3 *** A0A2I4EJY8_9ROSI) && sp|P52410|KASC1_ARATH 3-oxoacyl-[acyl-carrier-protein] synthase I, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=KAS1 PE=1 SV=2 && PF02801:Beta-ketoacyl synthase, C-terminal domain|PF00109:Beta-ketoacyl synthase, N-terminal domain",ketoacyl-synt
Solyc10g018780,-0.4772251674107143,-0.3610200427827381,True,0.3610200427827381,-1.4136933821210491,-4.2225370368945985,True,4,True,0.4110854503464203,0.5090213625866051,cross_cohort_expression_replication_only,118,Solyc10g018780.3,protein_coding,Squamosa promoter binding protein 8a && sp|Q8GXL3|SPL8_ARATH Squamosa promoter-binding-like protein 8 OS=Arabidopsis thaliana OX=3702 GN=SPL8 PE=1 SV=2 && PF03110:SBP domain,SBP
Solyc01g108400,0.5456659226190477,0.3414190383184524,True,0.3414190383184524,2.646150185756663,4.674176744265963,True,4,True,0.40948275862068967,0.6601260750975552,cross_cohort_expression_replication_only,119,Solyc01g108400.3,protein_coding,CDPK-related protein kinase (AHRD V3.3 *** A0A2G3AU42_CAPCH) && sp|Q9SCS2|CAMK5_ARATH CDPK-related kinase 5 OS=Arabidopsis thaliana OX=3702 GN=CRK5 PE=2 SV=1 && PF00069:Protein kinase domain,Pkinase
Solyc08g061560,-0.577090308779762,-0.4344308035714286,True,0.4344308035714286,-1.8311250396335885,-2.707107459977211,True,4,True,0.4051724137931034,0.5791080174404715,cross_cohort_expression_replication_only,120,Solyc08g061560.3,protein_coding,Receptor protein kinase (AHRD V3.3 *** A0A0U5BM22_RORAQ) && sp|Q42371|ERECT_ARATH LRR receptor-like serine/threonine-protein kinase ERECTA OS=Arabidopsis thaliana OX=3702 GN=ERECTA PE=1 SV=1 && PF00069:Protein kinase domain|PF08263:Leucine rich repeat N-terminal domain|PF13855:Leucine rich repeat,Pkinase
Solyc07g041640,-0.5654761904761906,-0.3939557756696428,True,0.3939557756696428,-1.3931530526942988,-3.347928373443571,True,4,True,0.40415704387990764,0.5450047782113563,cross_cohort_expression_replication_only,121,Solyc07g041640.4,protein_coding,Growth-regulating factor 5 (AHRD V3.11 *** tr_A0A2G3BVB3_A0A2G3BVB3_CAPCH) && sp|A2XA73|GRF1_ORYSI Growth-regulating factor 1 OS=Oryza sativa subsp. indica OX=39946 GN=GRF1 PE=2 SV=1 && PF08879:WRC|PF08880:QLQ,-
Solyc08g007890,0.5513160342261907,0.3379138764880952,True,0.3379138764880952,3.5027087433847535,4.385018755743898,True,4,True,0.40086206896551724,0.6887269053117783,cross_cohort_expression_replication_only,122,Solyc08g007890.3,protein_coding,"Aldehyde dehydrogenase family 2 member mitochondrial-like (AHRD V3.3 *-* A0A2K3PGY0_TRIPR) && sp|Q8S528|AL2B7_ARATH Aldehyde dehydrogenase family 2 member B7, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=ALDH2B7 PE=1 SV=2 && -",-
Solyc02g078570,-0.4928966703869048,-0.4106794084821429,True,0.4106794084821429,-1.3820008449912988,-3.947714140142952,True,4,True,0.3972286374133949,0.5324968145257626,cross_cohort_expression_replication_only,123,Solyc02g078570.3,protein_coding,Epoxide hydrolase (AHRD V3.3 *** A0A2U1MDJ4_ARTAN) && sp|I6YGS0|EPHA_MYCTU Epoxide hydrolase A OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=ephA PE=1 SV=1 && PF00561:alpha/beta hydrolase fold,Abhydrolase_1
Solyc10g083670,-0.4623325892857143,-0.7171049572172619,True,0.4623325892857143,-4.3025038249938055,-5.926328051725235,True,4,True,0.39439655172413796,0.8011828561758381,cross_cohort_expression_replication_only,124,Solyc10g083670.3,protein_coding,Glucomannan 4-beta-mannosyltransferase 2 (AHRD V3.3 *** A0A2G3BGF1_CAPCH) && sp|Q9LZR3|CSLA9_ARATH Glucomannan 4-beta-mannosyltransferase 9 OS=Arabidopsis thaliana OX=3702 GN=CSLA9 PE=1 SV=1 && PF13641:Glycosyltransferase like family 2,-
Solyc02g070020,0.5411667596726191,0.3343447730654763,True,0.3343447730654763,2.622011484296114,5.896768049297161,True,4,True,0.39439655172413796,0.6816392251333918,cross_cohort_expression_replication_only,125,Solyc02g070020.1,protein_coding,UDP-Glycosyltransferase superfamily protein (AHRD V3.3 *** A0A2U1N3R1_ARTAN) && sp|Q9LTA3|U91C1_ARATH UDP-glycosyltransferase 91C1 OS=Arabidopsis thaliana OX=3702 GN=UGT91C1 PE=1 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase,UDPGT
Solyc02g005110,-0.6477108909970238,-0.4979829334077381,True,0.4979829334077381,-1.5079104297202264,-2.669330502192578,True,4,True,0.39439655172413796,0.6053122760213426,cross_cohort_expression_replication_only,126,Solyc02g005110.3,protein_coding,MADS-box protein SOC1 (AHRD V3.3 --* XP_025887600.1) && sp|K4D3V7|U76E1_SOLLC UDP-glycosyltransferase 76E1 OS=Solanum lycopersicum OX=4081 GN=UGT76E1 PE=1 SV=1 && -,-
Solyc06g048470,-0.4863048735119047,-0.4782075427827381,True,0.4782075427827381,-1.6320189923287747,-2.650521068336932,True,4,True,0.3922413793103448,0.5124880544716095,cross_cohort_expression_replication_only,127,Solyc06g048470.4,protein_coding,COP1-Interacting protein-related (AHRD V3.3 *** A0A2R4QNN9_9POAL) && sp|O80386|CIP7_ARATH COP1-interacting protein 7 OS=Arabidopsis thaliana OX=3702 GN=CIP7 PE=1 SV=1 && -,-
Solyc12g011450,-0.4740164620535715,-0.3330194382440475,True,0.3330194382440475,-3.3625243981213124,-4.61221429313585,True,4,True,0.3879310344827586,0.6188368539460062,cross_cohort_expression_replication_only,128,Solyc12g011450.2,protein_coding,"Chlorophyll a-b binding protein && sp|P27489|CB23_SOLLC Chlorophyll a-b binding protein 13, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAB13 PE=1 SV=1 && PF00504:Chlorophyll A-B binding protein",-
Solyc07g065540,-0.460600353422619,-0.4526715959821428,True,0.4526715959821428,-2.4326215930576076,-4.9042097506545606,True,4,True,0.38146551724137934,0.6247946862307876,cross_cohort_expression_replication_only,129,Solyc07g065540.1,protein_coding,Fasciclin-like arabinogalactan protein (AHRD V3.3 *** A0A2R6P548_ACTCH) && sp|Q9FM65|FLA1_ARATH Fasciclin-like arabinogalactan protein 1 OS=Arabidopsis thaliana OX=3702 GN=FLA1 PE=1 SV=1 && PF02469:Fasciclin domain,-
Solyc08g081940,-0.5038713727678571,-0.4266299293154763,True,0.4266299293154763,-1.3183453782626549,-3.6216733282078883,True,4,True,0.3787528868360277,0.5241063251572828,cross_cohort_expression_replication_only,130,Solyc08g081940.3,protein_coding,Leucine-rich repeat protein kinase family protein (AHRD V3.3 *** A0A2U1NUU3_ARTAN) && sp|Q9SUQ3|Y4374_ARATH Probable inactive receptor kinase At4g23740 OS=Arabidopsis thaliana OX=3702 GN=At4g23740 PE=1 SV=1 && PF08263:Leucine rich repeat N-terminal domain|PF13855:Leucine rich repeat|PF00069:Protein kinase domain,Pkinase
Solyc04g012060,-0.4752952938988095,-0.3250267392113095,True,0.3250267392113095,-1.3426665997225533,-2.6074680203822256,True,4,True,0.3771551724137931,0.397066875049773,cross_cohort_expression_replication_only,131,Solyc04g012060.3,protein_coding,"Ribonucleoside-diphosphate reductase (AHRD V3.3 *** A0A1U8FDK5_CAPAN) && sp|Q9SJ20|RIR1_ARATH Ribonucleoside-diphosphate reductase large subunit OS=Arabidopsis thaliana OX=3702 GN=RNR1 PE=1 SV=1 && PF03477:ATP cone domain|PF00317:Ribonucleotide reductase, all-alpha domain|PF02867:Ribonucleotide reductase, barrel domain",Ribonuc_red_lgC
Solyc02g065280,0.4888974144345238,0.6909760974702381,True,0.4888974144345238,1.293026246387383,4.976878378373835,True,4,True,0.3741339491916859,0.6646541769530939,cross_cohort_expression_replication_only,132,Solyc02g065280.3,protein_coding,Methylesterase 1 (AHRD V3.3 *** A0A2G3D300_CAPCH) && sp|Q6RYA0|SABP2_TOBAC Salicylic acid-binding protein 2 OS=Nicotiana tabacum OX=4097 GN=SABP2 PE=1 SV=1 && PF12697:Alpha/beta hydrolase family,-
Solyc07g056540,-0.5067313058035715,-0.3231956845238093,True,0.3231956845238093,-2.5799889072052746,-2.8296921863740883,True,4,True,0.3706896551724138,0.5256965736242734,cross_cohort_expression_replication_only,133,Solyc07g056540.3,protein_coding,glycolate oxidase X92888 && sp|Q9LRR9|GLO1_ARATH (S)-2-hydroxy-acid oxidase GLO1 OS=Arabidopsis thaliana OX=3702 GN=GLO1 PE=1 SV=1 && PF01070:FMN-dependent dehydrogenase,FMN_dh
Solyc04g016330,-0.4580194382440477,-0.4822591145833333,True,0.4580194382440477,-1.531822168703219,-3.280683937135877,True,4,True,0.3577586206896552,0.49897840845743413,cross_cohort_expression_replication_only,134,Solyc04g016330.3,protein_coding,"Glycerol-3-phosphate dehydrogenase [NAD(+)] (AHRD V3.3 *** A0A2G3CDF8_CAPCH) && sp|Q8S0G4|GPDH1_ORYSJ Probable glycerol-3-phosphate dehydrogenase [NAD(+)] 1, cytosolic OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0939600 PE=2 SV=1 && PF01210:NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus|PF07479:NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus",NAD_Gly3P_dh_C
Solyc06g053620,0.4576241629464285,0.738164992559524,True,0.4576241629464285,2.5170083039591917,4.417567370596702,True,4,True,0.35560344827586204,0.688180646253086,cross_cohort_expression_replication_only,135,Solyc06g053620.5,protein_coding,Phosphoenolpyruvate carboxylase kinase 2 (AHRD V3.11 *** tr_Q84JP7_Q84JP7_SOLLC) && sp|Q9SPK4|PPCK1_ARATH Phosphoenolpyruvate carboxylase kinase 1 OS=Arabidopsis thaliana OX=3702 GN=PPCK1 PE=1 SV=1 && PF00069:Protein kinase domain,Pkinase
Solyc12g099430,-0.4562639508928572,-0.4362327938988095,True,0.4362327938988095,-2.1792707314644275,-4.562221915038165,True,4,True,0.35129310344827586,0.5825361352233814,cross_cohort_expression_replication_only,136,Solyc12g099430.2,protein_coding,Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** A0A2U1MWY4_ARTAN) && sp|I6YGS0|EPHA_MYCTU Epoxide hydrolase A OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=ephA PE=1 SV=1 && PF12697:Alpha/beta hydrolase family,-
Solyc06g006090,-0.5230654761904763,-0.3123837425595238,True,0.3123837425595238,-1.6182508773666047,-4.430393359780219,True,4,True,0.35129310344827586,0.5602863442701282,cross_cohort_expression_replication_only,137,Solyc06g006090.1,protein_coding,josephin protein-like protein (AHRD V3.3 *-* AT1G07300.2) && - && -,-
Solyc03g071570,-0.4904552641369047,-0.4963843936011904,True,0.4904552641369047,-1.2728723367013,-2.4192517644130134,True,4,True,0.35129310344827586,0.4829651787847416,cross_cohort_expression_replication_only,138,Solyc03g071570.3,protein_coding,Pectate lyase (AHRD V3.3 *** A0A2G2X594_CAPBA) && sp|Q9SCP2|PLY12_ARATH Probable pectate lyase 12 OS=Arabidopsis thaliana OX=3702 GN=At3g53190 PE=2 SV=2 && PF00544:Pectate lyase,-
Solyc06g009770,-0.4699474516369047,-0.6510300409226191,True,0.4699474516369047,-1.2444629412526789,-3.9315972672452455,True,4,True,0.3510392609699769,0.577522746276977,cross_cohort_expression_replication_only,139,Solyc06g009770.1,protein_coding,hypothetical protein (AHRD V3.3 *** AT3G62650.2) && - && -,-
Solyc12g015850,-0.4688778831845238,-0.4357503255208333,True,0.4357503255208333,-2.5307145424582878,-2.4085375522288017,True,4,True,0.34913793103448276,0.508839691008999,cross_cohort_expression_replication_only,140,Solyc12g015850.1,protein_coding,Nucleotide/sugar transporter family protein (AHRD V3.3 *** A0A2K3L035_TRIPR) && sp|Q9FG70|NSTU2_ARATH Nucleotide-sugar uncharacterized transporter 2 OS=Arabidopsis thaliana OX=3702 GN=At5g55950 PE=2 SV=1 && PF03151:Triose-phosphate Transporter family,-
Solyc02g084600,-0.4756440662202381,-0.3119768415178571,True,0.3119768415178571,-2.0416862467786085,-3.938621726551637,True,4,True,0.34698275862068967,0.5109525563430757,cross_cohort_expression_replication_only,141,Solyc02g084600.4,protein_coding,Leucine-rich repeat receptor-like protein kinase family protein (AHRD V3.3 *-* A0A061DFG6_THECC) && - && -,-
Solyc08g005610,0.4896647135416666,0.3112211681547618,True,0.3112211681547618,2.0811869260141345,4.65911337517404,True,4,True,0.3448275862068966,0.5688734371267022,cross_cohort_expression_replication_only,142,Solyc08g005610.3,protein_coding,Cytochrome P450 (AHRD V3.3 *** A0A200R6R4_9MAGN) && sp|K4CI52|ABAH2_SOLLC Abscisic acid 8'-hydroxylase CYP707A2 OS=Solanum lycopersicum OX=4081 GN=CYP707A2 PE=2 SV=1 && PF00067:Cytochrome P450,p450
Solyc06g035610,-0.4531482514880953,-0.590611049107143,True,0.4531482514880953,-2.8607878342863216,-3.87490775979118,True,4,True,0.3426724137931034,0.6398846261049613,cross_cohort_expression_replication_only,143,Solyc06g035610.3,protein_coding,"RNA-binding protein (AHRD V3.3 *-* Q941H9_TOBAC) && sp|Q9FIU6|ORRM2_ARATH Organelle RRM domain-containing protein 2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=ORRM2 PE=1 SV=1 && PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",RRM_1
Solyc01g109790,-0.5250186011904763,-0.341738746279762,True,0.341738746279762,-1.2121681612919675,-4.057989675300553,True,4,True,0.3418013856812933,0.5234891395237716,cross_cohort_expression_replication_only,144,Solyc01g109790.3,protein_coding,ADP-glucose pyrophosphorylase large subunit 1 && sp|Q00081|GLGL1_SOLTU Glucose-1-phosphate adenylyltransferase large subunit 1 (Fragment) OS=Solanum tuberosum OX=4113 GN=AGPS1 PE=1 SV=1 && PF00483:Nucleotidyl transferase,-
Solyc08g016310,-0.4680524553571429,-0.8300141834077381,True,0.4680524553571429,-2.6192498281015735,-2.3913487639937534,True,4,True,0.34051724137931033,0.6142515131002628,cross_cohort_expression_replication_only,145,Solyc08g016310.3,protein_coding,LOW QUALITY PROTEIN_ LRR receptor-like serine/threonine-protein kinase GSO1 (AHRD V3.3 *** A0A1U8F7A0_CAPAN) && sp|Q9LNV9|RLP1_ARATH Receptor-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=RLP1 PE=2 SV=2 && PF13855:Leucine rich repeat,-
Solyc07g005390,-0.5202752976190477,-0.4339250837053571,True,0.4339250837053571,-1.2090640126309697,-3.494276974590556,True,4,True,0.3371824480369515,0.5244895775264793,cross_cohort_expression_replication_only,146,Solyc07g005390.3,protein_coding,Aldehyde dehydrogenase 11A3 (AHRD V3.3 *** A0A2H1ZE23_ARATH) && sp|P93338|GAPN_NICPL NADP-dependent glyceraldehyde-3-phosphate dehydrogenase OS=Nicotiana plumbaginifolia OX=4092 GN=GAPN PE=2 SV=1 && PF00171:Aldehyde dehydrogenase family,Aldedh
Solyc12g098340,-0.7895856584821428,-0.3064429873511903,True,0.3064429873511903,-1.540436660301995,-4.119450688205408,True,4,True,0.33620689655172414,0.6224391773512782,cross_cohort_expression_replication_only,147,Solyc12g098340.2,protein_coding,Pectinesterase (AHRD V3.3 *** A0A2G2VIL1_CAPBA) && sp|Q4PSN0|PME29_ARATH Probable pectinesterase 29 OS=Arabidopsis thaliana OX=3702 GN=PME29 PE=2 SV=1 && PF01095:Pectinesterase,-
Solyc03g123830,-0.452450706845238,-0.3210391090029763,True,0.3210391090029763,-3.365869532050633,-5.2168399695245355,True,4,True,0.33620689655172414,0.6080995659791352,cross_cohort_expression_replication_only,148,Solyc03g123830.5,protein_coding,"D-3-phosphoglycerate dehydrogenase (AHRD V3.11 *** tr_A0A1U8G334_A0A1U8G334_CAPAN) && sp|O04130|SERA2_ARATH D-3-phosphoglycerate dehydrogenase 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PGDH2 PE=1 SV=2 && PF01842:ACT domain|PF00389:D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain|PF02826:D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",2-Hacid_dh_C
Solyc12g013710,-0.4703543526785715,-0.6973005022321428,True,0.4703543526785715,-3.4077033021822265,-2.362989667211835,True,4,True,0.33405172413793105,0.6400040813888668,cross_cohort_expression_replication_only,149,Solyc12g013710.2,protein_coding,"light dependent NADH_protochlorophyllide oxidoreductase 1 && sp|Q9SDT1|POR_DAUCA Protochlorophyllide reductase, chloroplastic OS=Daucus carota OX=4039 GN=POR1 PE=2 SV=1 && PF00106:short chain dehydrogenase",adh_short
Solyc12g006520,-0.5703590029761905,-0.3063732328869047,True,0.3063732328869047,-2.7303079695416326,-3.901543386124328,True,4,True,0.33405172413793105,0.6210256231583977,cross_cohort_expression_replication_only,150,Solyc12g006520.3,protein_coding,Terpene cyclase/mutase family member (AHRD V3.11 *** tr_A0A2G3BN05_A0A2G3BN05_CAPCH) && sp|E7DN64|DAMS_SOLLC Delta-amyrin synthase OS=Solanum lycopersicum OX=4081 GN=TTS2 PE=1 SV=1 && PF13243:Squalene-hopene cyclase C-terminal domain|PF13249:Squalene-hopene cyclase N-terminal domain,-
Solyc05g053310,-0.596923828125,-0.5834495907738095,True,0.5834495907738095,-1.1831911427217348,-3.7544910606223274,True,4,True,0.3302540415704388,0.6445247172891614,cross_cohort_expression_replication_only,151,Solyc05g053310.3,protein_coding,Stress responsive A/B Barrel domain containing protein (AHRD V3.3 *** A0A1Y1IK97_KLENI) && sp|Q9LUV2|POP3_ARATH Stress-response A/B barrel domain-containing protein HS1 OS=Arabidopsis thaliana OX=3702 GN=HS1 PE=1 SV=1 && PF07876:Stress responsive A/B Barrel Domain,-
Solyc12g006530,-0.4797595796130952,-0.3040597098214286,True,0.3040597098214286,-2.871830696071334,-3.0797486776971863,True,4,True,0.3297413793103448,0.5100740622760214,cross_cohort_expression_replication_only,152,Solyc12g006530.2,protein_coding,Terpene cyclase/mutase family member (AHRD V3.3 *** A0A2G3BN05_CAPCH) && sp|E7DN63|BAMS_SOLLC Beta-amyrin synthase OS=Solanum lycopersicum OX=4081 GN=TTS1 PE=1 SV=1 && PF13243:Squalene-hopene cyclase C-terminal domain|PF13249:Squalene-hopene cyclase N-terminal domain,-
Solyc02g077330,-0.450590587797619,-0.393159412202381,True,0.393159412202381,-2.518810148701376,-3.839544265347354,True,4,True,0.3275862068965517,0.5346631858724218,cross_cohort_expression_replication_only,153,Solyc02g077330.3,protein_coding,GDSL esterase/lipase (AHRD V3.3 *** A0A2G3D5Q8_CAPCH) && sp|Q9FJ41|GDL85_ARATH GDSL esterase/lipase At5g45950 OS=Arabidopsis thaliana OX=3702 GN=At5g45950 PE=2 SV=1 && PF00657:GDSL-like Lipase/Acylhydrolase,Lipase_GDSL
Solyc05g007770,0.4496023995535715,0.3172142392113096,True,0.3172142392113096,2.020891545529768,4.07629609699695,True,4,True,0.3254310344827586,0.4903241220036633,cross_cohort_expression_replication_only,154,Solyc05g007770.3,protein_coding,NAC domain TF && sp|K4BWV2|NAP1_SOLLC NAC domain-containing protein 1 OS=Solanum lycopersicum OX=4081 GN=NAP1 PE=2 SV=1 && PF02365:No apical meristem (NAM) protein,NAM
Solyc10g080210,0.8924153645833334,0.3023158482142857,True,0.3023158482142857,7.98899153519736,11.482954634990604,True,4,True,0.3232758620689655,0.8302801724137931,cross_cohort_expression_replication_only,155,Solyc10g080210.2,protein_coding,polygalacturonase && sp|P05117|PGLR_SOLLC Polygalacturonase-2 OS=Solanum lycopersicum OX=4081 GN=PG2 PE=1 SV=1 && PF00295:Glycosyl hydrolases family 28,-
Solyc03g118100,0.5835077194940477,0.3692859468005952,True,0.3692859468005952,1.1625058808707767,4.672462283034833,True,4,True,0.3210161662817552,0.6007281795014733,cross_cohort_expression_replication_only,156,Solyc03g118100.4,protein_coding,NAD(P)-binding Rossmann-fold superfamily protein (AHRD V3.3 *** A0A2U1N555_ARTAN) && sp|Q8K354|CBR3_MOUSE Carbonyl reductase [NADPH] 3 OS=Mus musculus OX=10090 GN=Cbr3 PE=1 SV=1 && PF00106:short chain dehydrogenase,adh_short
Solyc07g049440,-0.4472423735119048,-0.6409795851934524,True,0.4472423735119048,-1.5646085603224664,-3.5250597649897784,True,4,True,0.32004310344827586,0.553319985864458,cross_cohort_expression_replication_only,157,Solyc07g049440.3,protein_coding,GDSL esterase/lipase (AHRD V3.3 *** A0A2G2Z2Z1_CAPAN) && sp|Q9SJB4|GDL34_ARATH GDSL esterase/lipase At2g04570 OS=Arabidopsis thaliana OX=3702 GN=At2g04570 PE=2 SV=1 && PF00657:GDSL-like Lipase/Acylhydrolase,Lipase_GDSL
Solyc11g011210,0.4472423735119048,0.3557593936011904,True,0.3557593936011904,2.9811124718677044,3.7594115617374166,True,4,True,0.32004310344827586,0.5376302809190093,cross_cohort_expression_replication_only,158,Solyc11g011210.2,protein_coding,Gibberellin-regulated protein 12 (AHRD V3.3 *** A0A1U8GMV5_CAPAN) && sp|P47926|RSI1_SOLLC Protein RSI-1 OS=Solanum lycopersicum OX=4081 GN=RSI-1 PE=2 SV=1 && PF02704:Gibberellin regulated protein,-
Solyc12g009800,-0.5350399925595238,-0.3046526227678571,True,0.3046526227678571,-2.6883624703415916,-2.2713971979613663,True,4,True,0.3168103448275862,0.513651499163813,cross_cohort_expression_replication_only,159,Solyc12g009800.3,protein_coding,"Purple acid phosphatase (AHRD V3.3 *** M1AD80_SOLTU) && sp|Q949Y3|PPA26_ARATH Bifunctional purple acid phosphatase 26 OS=Arabidopsis thaliana OX=3702 GN=PAP26 PE=1 SV=1 && PF00149:Calcineurin-like phosphoesterase|PF16656:Purple acid Phosphatase, N-terminal domain|PF14008:Iron/zinc purple acid phosphatase-like protein C",Metallophos
Solyc10g047240,-0.5831240699404762,-0.5927443731398809,True,0.5831240699404762,-1.14246467466406,-3.883000363460249,True,4,True,0.3117782909930716,0.646371296886199,cross_cohort_expression_replication_only,160,Solyc10g047240.2,protein_coding,annexin 9 && sp|P51074|ANX4_FRAAN Annexin-like protein RJ4 OS=Fragaria ananassa OX=3747 PE=2 SV=2 && PF00191:Annexin,-
